id,id_index,kode_provinsi,nama_provinsi,periode_update,penyakit,kategori,jumlah,satuan,tahun
689,1377,35,JAWA TIMUR,2023-06,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2023
689,1378,35,JAWA TIMUR,2023-06,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2023
690,1379,35,JAWA TIMUR,2023-06,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2023
690,1380,35,JAWA TIMUR,2023-06,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2023
691,1381,35,JAWA TIMUR,2023-07,DIARE AKUT,IGD,0,KASUS,2023
691,1382,35,JAWA TIMUR,2023-07,DIARE AKUT,RAWAT INAP,0,KASUS,2023
692,1383,35,JAWA TIMUR,2023-07,MALARIA KONFIRMASI,IGD,0,KASUS,2023
692,1384,35,JAWA TIMUR,2023-07,MALARIA KONFIRMASI,RAWAT INAP,2,KASUS,2023
693,1385,35,JAWA TIMUR,2023-07,SUSPEK DENGUE,IGD,0,KASUS,2023
693,1386,35,JAWA TIMUR,2023-07,SUSPEK DENGUE,RAWAT INAP,5,KASUS,2023
694,1387,35,JAWA TIMUR,2023-07,PNEMONIA,IGD,0,KASUS,2023
694,1388,35,JAWA TIMUR,2023-07,PNEMONIA,RAWAT INAP,0,KASUS,2023
695,1389,35,JAWA TIMUR,2023-07,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2023
695,1390,35,JAWA TIMUR,2023-07,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2023
696,1391,35,JAWA TIMUR,2023-07,SUSPEK DEMAM TIFOID,IGD,0,KASUS,2023
696,1392,35,JAWA TIMUR,2023-07,SUSPEK DEMAM TIFOID,RAWAT INAP,0,KASUS,2023
697,1393,35,JAWA TIMUR,2023-07,SINDROM JAUNDICE AKUT,IGD,0,KASUS,2023
697,1394,35,JAWA TIMUR,2023-07,SINDROM JAUNDICE AKUT,RAWAT INAP,0,KASUS,2023
698,1395,35,JAWA TIMUR,2023-07,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2023
698,1396,35,JAWA TIMUR,2023-07,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2023
699,1397,35,JAWA TIMUR,2023-07,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2023
699,1398,35,JAWA TIMUR,2023-07,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2023
700,1399,35,JAWA TIMUR,2023-07,SUSPEK CAMPAK,IGD,0,KASUS,2023
700,1400,35,JAWA TIMUR,2023-07,SUSPEK CAMPAK,RAWAT INAP,2,KASUS,2023
701,1401,35,JAWA TIMUR,2023-07,SUSPEK DIFTERI,IGD,0,KASUS,2023
701,1402,35,JAWA TIMUR,2023-07,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2023
702,1403,35,JAWA TIMUR,2023-07,PERTUSSIS,IGD,0,KASUS,2023
702,1404,35,JAWA TIMUR,2023-07,PERTUSSIS,RAWAT INAP,0,KASUS,2023
703,1405,35,JAWA TIMUR,2023-07,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2023
703,1406,35,JAWA TIMUR,2023-07,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2023
704,1407,35,JAWA TIMUR,2023-07,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2023
704,1408,35,JAWA TIMUR,2023-07,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2023
705,1409,35,JAWA TIMUR,2023-07,SUSPEK ANTRAX,IGD,0,KASUS,2023
705,1410,35,JAWA TIMUR,2023-07,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2023
706,1411,35,JAWA TIMUR,2023-07,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2023
706,1412,35,JAWA TIMUR,2023-07,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2023
707,1413,35,JAWA TIMUR,2023-07,SUSPEK KOLERA,IGD,0,KASUS,2023
707,1414,35,JAWA TIMUR,2023-07,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2023
708,1415,35,JAWA TIMUR,2023-07,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2023
708,1416,35,JAWA TIMUR,2023-07,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2023
709,1417,35,JAWA TIMUR,2023-07,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2023
709,1418,35,JAWA TIMUR,2023-07,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2023
710,1419,35,JAWA TIMUR,2023-07,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2023
710,1420,35,JAWA TIMUR,2023-07,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2023
711,1421,35,JAWA TIMUR,2023-07,SUSPEK TETANUS,IGD,0,KASUS,2023
711,1422,35,JAWA TIMUR,2023-07,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2023
712,1423,35,JAWA TIMUR,2023-07,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2023
712,1424,35,JAWA TIMUR,2023-07,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2023
713,1425,35,JAWA TIMUR,2023-07,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2023
713,1426,35,JAWA TIMUR,2023-07,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2023
714,1427,35,JAWA TIMUR,2023-08,DIARE AKUT,IGD,0,KASUS,2023
714,1428,35,JAWA TIMUR,2023-08,DIARE AKUT,RAWAT INAP,1,KASUS,2023
715,1429,35,JAWA TIMUR,2023-08,MALARIA KONFIRMASI,IGD,0,KASUS,2023
715,1430,35,JAWA TIMUR,2023-08,MALARIA KONFIRMASI,RAWAT INAP,0,KASUS,2023
716,1431,35,JAWA TIMUR,2023-08,SUSPEK DENGUE,IGD,0,KASUS,2023
716,1432,35,JAWA TIMUR,2023-08,SUSPEK DENGUE,RAWAT INAP,3,KASUS,2023
717,1433,35,JAWA TIMUR,2023-08,PNEMONIA,IGD,0,KASUS,2023
717,1434,35,JAWA TIMUR,2023-08,PNEMONIA,RAWAT INAP,0,KASUS,2023
718,1435,35,JAWA TIMUR,2023-08,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2023
718,1436,35,JAWA TIMUR,2023-08,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2023
719,1437,35,JAWA TIMUR,2023-08,SUSPEK DEMAM TIFOID,IGD,0,KASUS,2023
719,1438,35,JAWA TIMUR,2023-08,SUSPEK DEMAM TIFOID,RAWAT INAP,0,KASUS,2023
720,1439,35,JAWA TIMUR,2023-08,SINDROM JAUNDICE AKUT,IGD,0,KASUS,2023
720,1440,35,JAWA TIMUR,2023-08,SINDROM JAUNDICE AKUT,RAWAT INAP,0,KASUS,2023
721,1441,35,JAWA TIMUR,2023-08,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2023
721,1442,35,JAWA TIMUR,2023-08,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2023
722,1443,35,JAWA TIMUR,2023-08,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2023
722,1444,35,JAWA TIMUR,2023-08,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2023
723,1445,35,JAWA TIMUR,2023-08,SUSPEK CAMPAK,IGD,0,KASUS,2023
723,1446,35,JAWA TIMUR,2023-08,SUSPEK CAMPAK,RAWAT INAP,5,KASUS,2023
724,1447,35,JAWA TIMUR,2023-08,SUSPEK DIFTERI,IGD,0,KASUS,2023
724,1448,35,JAWA TIMUR,2023-08,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2023
725,1449,35,JAWA TIMUR,2023-08,PERTUSSIS,IGD,0,KASUS,2023
725,1450,35,JAWA TIMUR,2023-08,PERTUSSIS,RAWAT INAP,0,KASUS,2023
726,1451,35,JAWA TIMUR,2023-08,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2023
726,1452,35,JAWA TIMUR,2023-08,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2023
727,1453,35,JAWA TIMUR,2023-08,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2023
727,1454,35,JAWA TIMUR,2023-08,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2023
728,1455,35,JAWA TIMUR,2023-08,SUSPEK ANTRAX,IGD,0,KASUS,2023
728,1456,35,JAWA TIMUR,2023-08,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2023
729,1457,35,JAWA TIMUR,2023-08,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2023
729,1458,35,JAWA TIMUR,2023-08,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2023
730,1459,35,JAWA TIMUR,2023-08,SUSPEK KOLERA,IGD,0,KASUS,2023
730,1460,35,JAWA TIMUR,2023-08,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2023
731,1461,35,JAWA TIMUR,2023-08,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2023
731,1462,35,JAWA TIMUR,2023-08,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2023
732,1463,35,JAWA TIMUR,2023-08,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2023
732,1464,35,JAWA TIMUR,2023-08,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2023
733,1465,35,JAWA TIMUR,2023-08,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2023
733,1466,35,JAWA TIMUR,2023-08,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2023
734,1467,35,JAWA TIMUR,2023-08,SUSPEK TETANUS,IGD,0,KASUS,2023
734,1468,35,JAWA TIMUR,2023-08,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2023
735,1469,35,JAWA TIMUR,2023-08,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2023
735,1470,35,JAWA TIMUR,2023-08,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2023
736,1471,35,JAWA TIMUR,2023-08,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2023
736,1472,35,JAWA TIMUR,2023-08,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2023
737,1473,35,JAWA TIMUR,2023-09,DIARE AKUT,IGD,0,KASUS,2023
737,1474,35,JAWA TIMUR,2023-09,DIARE AKUT,RAWAT INAP,22,KASUS,2023
738,1475,35,JAWA TIMUR,2023-09,MALARIA KONFIRMASI,IGD,0,KASUS,2023
738,1476,35,JAWA TIMUR,2023-09,MALARIA KONFIRMASI,RAWAT INAP,0,KASUS,2023
739,1477,35,JAWA TIMUR,2023-09,SUSPEK DENGUE,IGD,0,KASUS,2023
739,1478,35,JAWA TIMUR,2023-09,SUSPEK DENGUE,RAWAT INAP,7,KASUS,2023
740,1479,35,JAWA TIMUR,2023-09,PNEMONIA,IGD,0,KASUS,2023
740,1480,35,JAWA TIMUR,2023-09,PNEMONIA,RAWAT INAP,0,KASUS,2023
741,1481,35,JAWA TIMUR,2023-09,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2023
741,1482,35,JAWA TIMUR,2023-09,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2023
742,1483,35,JAWA TIMUR,2023-09,SUSPEK DEMAM TIFOID,IGD,0,KASUS,2023
742,1484,35,JAWA TIMUR,2023-09,SUSPEK DEMAM TIFOID,RAWAT INAP,0,KASUS,2023
743,1485,35,JAWA TIMUR,2023-09,SINDROM JAUNDICE AKUT,IGD,0,KASUS,2023
743,1486,35,JAWA TIMUR,2023-09,SINDROM JAUNDICE AKUT,RAWAT INAP,0,KASUS,2023
744,1487,35,JAWA TIMUR,2023-09,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2023
744,1488,35,JAWA TIMUR,2023-09,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2023
745,1489,35,JAWA TIMUR,2023-09,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2023
745,1490,35,JAWA TIMUR,2023-09,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2023
746,1491,35,JAWA TIMUR,2023-09,SUSPEK CAMPAK,IGD,0,KASUS,2023
746,1492,35,JAWA TIMUR,2023-09,SUSPEK CAMPAK,RAWAT INAP,4,KASUS,2023
747,1493,35,JAWA TIMUR,2023-09,SUSPEK DIFTERI,IGD,0,KASUS,2023
747,1494,35,JAWA TIMUR,2023-09,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2023
748,1495,35,JAWA TIMUR,2023-09,PERTUSSIS,IGD,0,KASUS,2023
748,1496,35,JAWA TIMUR,2023-09,PERTUSSIS,RAWAT INAP,0,KASUS,2023
749,1497,35,JAWA TIMUR,2023-09,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2023
749,1498,35,JAWA TIMUR,2023-09,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2023
750,1499,35,JAWA TIMUR,2023-09,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2023
750,1500,35,JAWA TIMUR,2023-09,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2023
751,1501,35,JAWA TIMUR,2023-09,SUSPEK ANTRAX,IGD,0,KASUS,2023
751,1502,35,JAWA TIMUR,2023-09,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2023
752,1503,35,JAWA TIMUR,2023-09,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2023
752,1504,35,JAWA TIMUR,2023-09,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2023
753,1505,35,JAWA TIMUR,2023-09,SUSPEK KOLERA,IGD,0,KASUS,2023
753,1506,35,JAWA TIMUR,2023-09,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2023
754,1507,35,JAWA TIMUR,2023-09,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2023
754,1508,35,JAWA TIMUR,2023-09,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2023
755,1509,35,JAWA TIMUR,2023-09,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2023
755,1510,35,JAWA TIMUR,2023-09,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2023
756,1511,35,JAWA TIMUR,2023-09,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2023
756,1512,35,JAWA TIMUR,2023-09,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2023
757,1513,35,JAWA TIMUR,2023-09,SUSPEK TETANUS,IGD,0,KASUS,2023
757,1514,35,JAWA TIMUR,2023-09,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2023
758,1515,35,JAWA TIMUR,2023-09,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2023
758,1516,35,JAWA TIMUR,2023-09,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2023
759,1517,35,JAWA TIMUR,2023-09,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2023
759,1518,35,JAWA TIMUR,2023-09,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2023
760,1519,35,JAWA TIMUR,2023-10,DIARE AKUT,IGD,0,KASUS,2023
760,1520,35,JAWA TIMUR,2023-10,DIARE AKUT,RAWAT INAP,0,KASUS,2023
761,1521,35,JAWA TIMUR,2023-10,MALARIA KONFIRMASI,IGD,0,KASUS,2023
761,1522,35,JAWA TIMUR,2023-10,MALARIA KONFIRMASI,RAWAT INAP,0,KASUS,2023
762,1523,35,JAWA TIMUR,2023-10,SUSPEK DENGUE,IGD,0,KASUS,2023
762,1524,35,JAWA TIMUR,2023-10,SUSPEK DENGUE,RAWAT INAP,2,KASUS,2023
763,1525,35,JAWA TIMUR,2023-10,PNEMONIA,IGD,0,KASUS,2023
763,1526,35,JAWA TIMUR,2023-10,PNEMONIA,RAWAT INAP,0,KASUS,2023
764,1527,35,JAWA TIMUR,2023-10,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2023
764,1528,35,JAWA TIMUR,2023-10,DIARE BERDARAH/ DISENTRI,RAWAT INAP,4,KASUS,2023
765,1529,35,JAWA TIMUR,2023-10,SUSPEK DEMAM TIFOID,IGD,0,KASUS,2023
765,1530,35,JAWA TIMUR,2023-10,SUSPEK DEMAM TIFOID,RAWAT INAP,0,KASUS,2023
766,1531,35,JAWA TIMUR,2023-10,SINDROM JAUNDICE AKUT,IGD,0,KASUS,2023
766,1532,35,JAWA TIMUR,2023-10,SINDROM JAUNDICE AKUT,RAWAT INAP,0,KASUS,2023
767,1533,35,JAWA TIMUR,2023-10,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2023
767,1534,35,JAWA TIMUR,2023-10,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2023
768,1535,35,JAWA TIMUR,2023-10,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2023
768,1536,35,JAWA TIMUR,2023-10,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2023
769,1537,35,JAWA TIMUR,2023-10,SUSPEK CAMPAK,IGD,0,KASUS,2023
769,1538,35,JAWA TIMUR,2023-10,SUSPEK CAMPAK,RAWAT INAP,0,KASUS,2023
770,1539,35,JAWA TIMUR,2023-10,SUSPEK DIFTERI,IGD,0,KASUS,2023
770,1540,35,JAWA TIMUR,2023-10,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2023
771,1541,35,JAWA TIMUR,2023-10,PERTUSSIS,IGD,0,KASUS,2023
771,1542,35,JAWA TIMUR,2023-10,PERTUSSIS,RAWAT INAP,0,KASUS,2023
772,1543,35,JAWA TIMUR,2023-10,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2023
772,1544,35,JAWA TIMUR,2023-10,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2023
773,1545,35,JAWA TIMUR,2023-10,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2023
773,1546,35,JAWA TIMUR,2023-10,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2023
774,1547,35,JAWA TIMUR,2023-10,SUSPEK ANTRAX,IGD,0,KASUS,2023
774,1548,35,JAWA TIMUR,2023-10,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2023
775,1549,35,JAWA TIMUR,2023-10,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2023
775,1550,35,JAWA TIMUR,2023-10,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2023
776,1551,35,JAWA TIMUR,2023-10,SUSPEK KOLERA,IGD,0,KASUS,2023
776,1552,35,JAWA TIMUR,2023-10,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2023
777,1553,35,JAWA TIMUR,2023-10,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2023
777,1554,35,JAWA TIMUR,2023-10,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2023
778,1555,35,JAWA TIMUR,2023-10,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2023
778,1556,35,JAWA TIMUR,2023-10,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2023
779,1557,35,JAWA TIMUR,2023-10,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2023
779,1558,35,JAWA TIMUR,2023-10,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2023
780,1559,35,JAWA TIMUR,2023-10,SUSPEK TETANUS,IGD,0,KASUS,2023
780,1560,35,JAWA TIMUR,2023-10,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2023
781,1561,35,JAWA TIMUR,2023-10,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2023
781,1562,35,JAWA TIMUR,2023-10,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2023
782,1563,35,JAWA TIMUR,2023-10,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2023
782,1564,35,JAWA TIMUR,2023-10,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2023
783,1565,35,JAWA TIMUR,2023-11,DIARE AKUT,IGD,0,KASUS,2023
783,1566,35,JAWA TIMUR,2023-11,DIARE AKUT,RAWAT INAP,5,KASUS,2023
784,1567,35,JAWA TIMUR,2023-11,MALARIA KONFIRMASI,IGD,0,KASUS,2023
784,1568,35,JAWA TIMUR,2023-11,MALARIA KONFIRMASI,RAWAT INAP,0,KASUS,2023
785,1569,35,JAWA TIMUR,2023-11,SUSPEK DENGUE,IGD,0,KASUS,2023
785,1570,35,JAWA TIMUR,2023-11,SUSPEK DENGUE,RAWAT INAP,2,KASUS,2023
786,1571,35,JAWA TIMUR,2023-11,PNEMONIA,IGD,0,KASUS,2023
786,1572,35,JAWA TIMUR,2023-11,PNEMONIA,RAWAT INAP,0,KASUS,2023
787,1573,35,JAWA TIMUR,2023-11,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2023
787,1574,35,JAWA TIMUR,2023-11,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2023
788,1575,35,JAWA TIMUR,2023-11,SUSPEK DEMAM TIFOID,IGD,0,KASUS,2023
788,1576,35,JAWA TIMUR,2023-11,SUSPEK DEMAM TIFOID,RAWAT INAP,0,KASUS,2023
789,1577,35,JAWA TIMUR,2023-11,SINDROM JAUNDICE AKUT,IGD,0,KASUS,2023
789,1578,35,JAWA TIMUR,2023-11,SINDROM JAUNDICE AKUT,RAWAT INAP,0,KASUS,2023
790,1579,35,JAWA TIMUR,2023-11,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2023
790,1580,35,JAWA TIMUR,2023-11,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2023
791,1581,35,JAWA TIMUR,2023-11,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2023
791,1582,35,JAWA TIMUR,2023-11,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2023
792,1583,35,JAWA TIMUR,2023-11,SUSPEK CAMPAK,IGD,0,KASUS,2023
792,1584,35,JAWA TIMUR,2023-11,SUSPEK CAMPAK,RAWAT INAP,2,KASUS,2023
793,1585,35,JAWA TIMUR,2023-11,SUSPEK DIFTERI,IGD,0,KASUS,2023
793,1586,35,JAWA TIMUR,2023-11,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2023
794,1587,35,JAWA TIMUR,2023-11,PERTUSSIS,IGD,0,KASUS,2023
794,1588,35,JAWA TIMUR,2023-11,PERTUSSIS,RAWAT INAP,0,KASUS,2023
795,1589,35,JAWA TIMUR,2023-11,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2023
795,1590,35,JAWA TIMUR,2023-11,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2023
796,1591,35,JAWA TIMUR,2023-11,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2023
796,1592,35,JAWA TIMUR,2023-11,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2023
797,1593,35,JAWA TIMUR,2023-11,SUSPEK ANTRAX,IGD,0,KASUS,2023
797,1594,35,JAWA TIMUR,2023-11,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2023
798,1595,35,JAWA TIMUR,2023-11,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2023
798,1596,35,JAWA TIMUR,2023-11,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2023
799,1597,35,JAWA TIMUR,2023-11,SUSPEK KOLERA,IGD,0,KASUS,2023
799,1598,35,JAWA TIMUR,2023-11,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2023
800,1599,35,JAWA TIMUR,2023-11,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2023
800,1600,35,JAWA TIMUR,2023-11,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2023
801,1601,35,JAWA TIMUR,2023-11,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2023
801,1602,35,JAWA TIMUR,2023-11,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2023
802,1603,35,JAWA TIMUR,2023-11,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2023
802,1604,35,JAWA TIMUR,2023-11,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2023
803,1605,35,JAWA TIMUR,2023-11,SUSPEK TETANUS,IGD,0,KASUS,2023
803,1606,35,JAWA TIMUR,2023-11,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2023
804,1607,35,JAWA TIMUR,2023-11,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2023
804,1608,35,JAWA TIMUR,2023-11,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2023
805,1609,35,JAWA TIMUR,2023-11,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2023
805,1610,35,JAWA TIMUR,2023-11,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2023
806,1611,35,JAWA TIMUR,2023-12,DIARE AKUT,IGD,0,KASUS,2023
806,1612,35,JAWA TIMUR,2023-12,DIARE AKUT,RAWAT INAP,1,KASUS,2023
807,1613,35,JAWA TIMUR,2023-12,MALARIA KONFIRMASI,IGD,0,KASUS,2023
807,1614,35,JAWA TIMUR,2023-12,MALARIA KONFIRMASI,RAWAT INAP,0,KASUS,2023
808,1615,35,JAWA TIMUR,2023-12,SUSPEK DENGUE,IGD,0,KASUS,2023
808,1616,35,JAWA TIMUR,2023-12,SUSPEK DENGUE,RAWAT INAP,0,KASUS,2023
809,1617,35,JAWA TIMUR,2023-12,PNEMONIA,IGD,0,KASUS,2023
809,1618,35,JAWA TIMUR,2023-12,PNEMONIA,RAWAT INAP,0,KASUS,2023
810,1619,35,JAWA TIMUR,2023-12,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2023
810,1620,35,JAWA TIMUR,2023-12,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2023
811,1621,35,JAWA TIMUR,2023-12,SUSPEK DEMAM TIFOID,IGD,0,KASUS,2023
811,1622,35,JAWA TIMUR,2023-12,SUSPEK DEMAM TIFOID,RAWAT INAP,0,KASUS,2023
812,1623,35,JAWA TIMUR,2023-12,SINDROM JAUNDICE AKUT,IGD,0,KASUS,2023
812,1624,35,JAWA TIMUR,2023-12,SINDROM JAUNDICE AKUT,RAWAT INAP,0,KASUS,2023
813,1625,35,JAWA TIMUR,2023-12,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2023
813,1626,35,JAWA TIMUR,2023-12,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2023
